unique_id,mean,std,e_acf1,trend,linearity,curvature,seasonal_strength,peak,trough,entropy,lumpiness,spike,Vchange,Lchange
Volkswagen Id.4,-0.46520916131684553,-0.18753161064379062,2.134257458000113,1.0974216394827916,1.6933630885261688,1.304977227174822,-0.08147135984219947,-0.4560484668812704,1.9856971546639313,-1.698792178029099,-0.16020725536626793,-0.4235535327681948,-0.41511382915056527,-0.5415840601860781
Volkswagen Other,2.8156895764400507,4.472352672395766,1.089913450391033,1.6744770366129424,1.563316493117307,1.8089008313233066,-0.3704295193684104,-0.4560484668812704,-0.8613283761789001,-1.3952911595164796,-1.1607711067960997,-0.6370434321891576,3.5459242713731567,1.8909436615059994
Volkswagen Passat,2.351831071876616,0.816589581945782,0.10508651686060684,0.46358028550228425,-1.127015546236296,-0.887180611559995,0.09265324578664139,-0.4560484668812704,-0.5054501848235462,-0.6915071287884619,-1.1753393274042212,-0.5730289022938766,0.6560578080434771,2.5862838037487625
Volkswagen Polo,1.1297015872505805,0.9292947876599553,0.21582985381749986,0.7567058534140433,-0.9864085330086382,-0.14143331176381757,2.015892501199703,-0.4560484668812704,0.9180625805978695,-0.2630462311896019,-0.43776968847170816,-0.7007444956269459,1.1487743436545117,1.2839745072405768
Volkswagen Sharan,-0.48638991494987904,-0.48449115922720243,-1.0645964272383683,0.15504144014801624,-1.579508060671631,0.09865956162526714,0.17998122176668793,-0.4560484668812704,0.5621843892425156,0.3529621963194966,-0.4064046280447552,-0.39742303851212923,-0.4556493501944855,-0.4741430430454755
Volkswagen T-Cross,-0.014059108933231005,0.1152378876369127,-0.22542365728529626,0.4941993576123675,1.2307685643279687,-1.0032340868055047,-0.7955473548347177,-0.4560484668812704,-0.5054501848235462,-1.13068259066287,0.6487732780062423,0.7716810380457718,-0.17293793041685152,0.016548495460287745
Volkswagen T-Roc,0.8924771465606047,0.8778362155810362,0.15284999775304947,0.494451087420653,0.6816407749626052,-1.3215132025799456,0.9655800677597186,-0.4560484668812704,0.5621843892425156,-0.16015590532973303,-0.7778603300657115,-0.44872576169370304,0.9704381264328079,1.0188615433085526
Volkswagen Tiguan,2.406901031322503,1.6892552027998495,1.166581915200871,0.7227363455805925,-0.59978101617874,-0.6095466130672833,1.9950847044693214,-0.4560484668812704,0.9180625805978695,-0.6863520620993457,-1.2525158025451002,-0.7034417601812132,3.247353308075245,2.628143745422241
Volkswagen Touareg,-0.7172601295499447,-0.6446155534370183,0.237164881359013,-1.4353199376586707,0.17641454801747208,-0.5288893604338162,-0.6652586496261116,-0.4560484668812704,1.9856971546639313,0.7985866104858562,-0.17234147247864018,-0.06821933672441426,-0.48136255524793375,-0.7276282454015333
Volkswagen Touran,0.29517989410905876,0.20196862875807264,0.3070783580391888,0.5445851992233999,-1.2545066361913786,0.033667731907206906,1.578710115710086,-0.4560484668812704,-1.928962950244962,0.4576751608208648,-0.5094487333593439,-0.638179442431726,0.007974626153083652,0.3793346566304258
Volkswagen Up,-0.6219467382012938,-0.5768580478470969,-1.4953129663442022,-0.486060185297078,-0.6248276336646078,-0.26015578623921914,0.885653754650172,-0.4560484668812704,1.9856971546639313,0.24651252712178923,-0.6852382503533149,-0.535589283760595,-0.47132486947560526,-0.6253039435330329
